source,proposed_target,status,artifact_type,ownership,ownership_confidence,ownership_score,ownership_evidence,lifecycle,old_manifest_module,old_manifest_target,dynamic_loader,sys_path_mutation,parent_depth_indices,path_depth_risk,ci_reference,documentation_references,verification_required,notes
04_Testing/test_institutional_zone_context.py,04_Testing/ai/shadow/test_institutional_zone_context.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.institutional_zone_context;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_institutional_zone_context.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_institutional_zone_lifecycle.py,04_Testing/ai/shadow/test_institutional_zone_lifecycle.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.institutional_zone_lifecycle;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_institutional_zone_lifecycle.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_institutional_zones.py,04_Testing/ai/core/test_institutional_zones.py,READY,pytest_test,Core,HIGH,210,Core=210[180:module-string:institutional_zones;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_institutional_zones.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_institutional_zones_causal.py,04_Testing/ai/core/test_institutional_zones_causal.py,READY,pytest_test,Core,HIGH,300,Core=300[300:dynamic-module:02_AI.Core.institutional_zones],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_institutional_zones_causal.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_instrument_context.py,04_Testing/ai/common/test_instrument_context.py,READY,pytest_test,Common,HIGH,330,Common=330[300:dynamic-module:02_AI.Common.instrument_context;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_instrument_context.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_instrument_frame_guard.py,04_Testing/integration/test_instrument_frame_guard.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Dataset=330[300:dynamic-module:02_AI.Dataset.instrument_frame_guard;30:filename-heuristic] | Common=300[300:dynamic-module:02_AI.Common.instrument_context],ACTIVE_REGRESSION,runtime.misc,04_Testing/runtime/misc/test_instrument_frame_guard.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_level_entry_intelligence.py,04_Testing/ai/core/test_level_entry_intelligence.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.level_entry_intelligence;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_level_entry_intelligence.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_liquidity.py,04_Testing/integration/test_liquidity.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,300,Core=300[300:dynamic-module:02_AI.Core.liquidity_engine] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_liquidity.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_liquidity_lifecycle.py,04_Testing/ai/core/test_liquidity_lifecycle.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.liquidity_lifecycle;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_liquidity_lifecycle.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_liquidity_memory.py,04_Testing/integration/test_liquidity_memory.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Memory=330[300:dynamic-module:02_AI.Memory.liquidity_memory;30:filename-heuristic] | Common=300[300:dynamic-module:02_AI.Common.enums] | Objects=300[300:dynamic-module:02_AI.Objects.liquidity],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_liquidity_memory.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_liquidity_object.py,04_Testing/integration/test_liquidity_object.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,300,Common=300[300:dynamic-module:02_AI.Common.enums] | Objects=300[300:dynamic-module:02_AI.Objects.liquidity],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_liquidity_object.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_liquidity_structure_intelligence.py,04_Testing/ai/core/test_liquidity_structure_intelligence.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.liquidity_structure_intelligence;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_liquidity_structure_intelligence.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_liquidity_sweep.py,04_Testing/integration/test_liquidity_sweep.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,630,Core=630[300:dynamic-module:02_AI.Core.liquidity_engine;300:dynamic-module:02_AI.Core.liquidity_sweep_engine;30:filename-heuristic] | Common=600[300:dynamic-module:02_AI.Common.enums;300:dynamic-module:02_AI.Common.types] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher] | Memory=300[300:dynamic-module:02_AI.Memory.liquidity_memory],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_liquidity_sweep.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_liquidity_sweep_validator.py,04_Testing/ai/core/test_liquidity_sweep_validator.py,READY,pytest_test,Core,HIGH,1230,Core=1230[300:dynamic-module:02_AI.Core.displacement_engine;300:dynamic-module:02_AI.Core.liquidity_engine;300:dynamic-module:02_AI.Core.liquidity_sweep_engine;300:dynamic-module:02_AI.Core.liquidity_sweep_validator;30:filename-heuristic] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_liquidity_sweep_validator.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_market_context_liquidity.py,04_Testing/ai/core/test_market_context_liquidity.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.market_context_liquidity;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_market_context_liquidity.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_market_decision_clarity.py,04_Testing/ai/core/test_market_decision_clarity.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.market_decision_clarity;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_market_decision_clarity.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_market_regime.py,04_Testing/ai/core/test_market_regime.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.market_regime;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_market_regime.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_market_structure.py,04_Testing/ai/core/test_market_structure.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.market_structure;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_market_structure.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_momentum_features.py,04_Testing/integration/test_momentum_features.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Features=330[300:dynamic-module:02_AI.Features.momentum_features;30:filename-heuristic] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_momentum_features.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_mt5_read_only_completed_fill_adapter.py,04_Testing/ai/shadow/test_mt5_read_only_completed_fill_adapter.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.forward_execution_evidence_capture;300:dynamic-module:02_AI.Shadow.mt5_read_only_completed_fill_adapter;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_mt5_read_only_completed_fill_adapter.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_mt5_read_only_fill_telemetry_adapter.py,04_Testing/ai/shadow/test_mt5_read_only_fill_telemetry_adapter.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.mt5_read_only_fill_telemetry_adapter;300:dynamic-module:02_AI.Shadow.realized_fill_telemetry_bridge;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_mt5_read_only_fill_telemetry_adapter.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_mt5_read_only_instrument_attestation_adapter.py,04_Testing/ai/dataset/test_mt5_read_only_instrument_attestation_adapter.py,READY,pytest_test,Dataset,HIGH,630,Dataset=630[300:dynamic-module:02_AI.Dataset.instrument_frame_guard;300:dynamic-module:02_AI.Dataset.mt5_read_only_instrument_attestation_adapter;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.misc,04_Testing/runtime/misc/test_mt5_read_only_instrument_attestation_adapter.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_paper_ledger.py,04_Testing/ai/shadow/test_paper_ledger.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.paper_ledger;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_paper_ledger.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_realized_execution_cost_accounting.py,04_Testing/ai/shadow/test_realized_execution_cost_accounting.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.execution_friction_model;300:dynamic-module:02_AI.Shadow.realized_execution_cost_accounting;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_realized_execution_cost_accounting.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_realized_execution_cost_lifecycle_observer.py,04_Testing/ai/shadow/test_realized_execution_cost_lifecycle_observer.py,READY,pytest_test,Shadow,HIGH,930,Shadow=930[300:dynamic-module:02_AI.Shadow.execution_friction_model;300:dynamic-module:02_AI.Shadow.realized_execution_cost_accounting;300:dynamic-module:02_AI.Shadow.realized_execution_cost_lifecycle_observer;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_realized_execution_cost_lifecycle_observer.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_realized_fill_observation_coordinator.py,04_Testing/ai/shadow/test_realized_fill_observation_coordinator.py,READY,pytest_test,Shadow,HIGH,930,Shadow=930[300:dynamic-module:02_AI.Shadow.execution_friction_model;300:dynamic-module:02_AI.Shadow.realized_fill_observation_coordinator;300:dynamic-module:02_AI.Shadow.realized_fill_telemetry_bridge;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_realized_fill_observation_coordinator.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_realized_fill_telemetry_bridge.py,04_Testing/ai/shadow/test_realized_fill_telemetry_bridge.py,READY,pytest_test,Shadow,HIGH,930,Shadow=930[300:dynamic-module:02_AI.Shadow.execution_friction_model;300:dynamic-module:02_AI.Shadow.realized_execution_cost_accounting;300:dynamic-module:02_AI.Shadow.realized_fill_telemetry_bridge;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_realized_fill_telemetry_bridge.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_repository.py,04_Testing/ai/database/test_repository.py,READY,pytest_test,Database,HIGH,330,Database=330[300:dynamic-module:02_AI.Database.repository;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_repository.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_research_candidate_episode.py,04_Testing/ai/shadow/test_research_candidate_episode.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.research_candidate_episode;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_candidate_episode.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_candidate_ledger.py,04_Testing/ai/shadow/test_research_candidate_ledger.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.research_candidate_ledger;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_candidate_ledger.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_intelligence_pipeline.py,04_Testing/ai/core/test_research_intelligence_pipeline.py,READY,pytest_test,Core,HIGH,1080,Core=1080[180:module-string:candle_swing_intelligence;180:module-string:level_entry_intelligence;180:module-string:liquidity_lifecycle;180:module-string:liquidity_structure_intelligence;180:module-string:market_context_liquidity;180:module-string:market_decision_clarity] | Shadow=330[300:dynamic-module:02_AI.Shadow.research_intelligence_pipeline;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_intelligence_pipeline.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_opportunity_quality.py,04_Testing/ai/shadow/test_research_opportunity_quality.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.research_opportunity_quality;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_opportunity_quality.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_opportunity_weight_engine.py,04_Testing/ai/shadow/test_research_opportunity_weight_engine.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.research_opportunity_weight_engine;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_opportunity_weight_engine.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_telemetry.py,04_Testing/ai/shadow/test_research_telemetry.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.research_intelligence_pipeline;300:dynamic-module:02_AI.Shadow.research_telemetry;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_telemetry.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_weight_forward_ledger.py,04_Testing/ai/shadow/test_research_weight_forward_ledger.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.research_weight_forward_ledger;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_weight_forward_ledger.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_zone_context_forward_ledger.py,04_Testing/ai/shadow/test_research_zone_context_forward_ledger.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.research_zone_context_forward_ledger;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_zone_context_forward_ledger.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_research_zone_context_outcome.py,04_Testing/ai/shadow/test_research_zone_context_outcome.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.research_zone_context_outcome;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_research_zone_context_outcome.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_risk_engine.py,04_Testing/ai/core/test_risk_engine.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.risk_engine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_risk_engine.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_risk_mode_basket_reconciliation.py,04_Testing/ai/shadow/test_risk_mode_basket_reconciliation.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.risk_mode_basket_reconciliation;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_risk_mode_basket_reconciliation.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_risk_policy_scenario_matrix.py,04_Testing/ai/shadow/test_risk_policy_scenario_matrix.py,READY,pytest_test,Shadow,HIGH,930,Shadow=930[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.broker_aware_risk_engine;300:dynamic-module:02_AI.Shadow.risk_policy_scenario_matrix;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_risk_policy_scenario_matrix.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_risk_reconciled_account_protected_lifecycle.py,04_Testing/ai/shadow/test_risk_reconciled_account_protected_lifecycle.py,READY,pytest_test,Shadow,HIGH,3930,Shadow=3930[300:dynamic-module:02_AI.Shadow.account_protected_compounding_admission;300:dynamic-module:02_AI.Shadow.account_protection_guard;300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.broker_aware_risk_engine;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.compounding_lifecycle_accounting;300:dynamic-module:02_AI.Shadow.compounding_pnl_ledger;300:dynamic-module:02_AI.Shadow.compounding_trade_state_machine;300:dynamic-module:02_AI.Shadow.execution_aware_compounding_admission;300:dynamic-module:02_AI.Shadow.execution_aware_lifecycle_gate;300:dynamic-module:02_AI.Shadow.execution_friction_model;300:dynamic-module:02_AI.Shadow.risk_mode_basket_reconciliation;300:dynamic-module:02_AI.Shadow.risk_reconciled_account_protected_lifecycle;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_risk_reconciled_account_protected_lifecycle.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_run_xauusd_portable_331_candidate_evaluator_integration.py,04_Testing/ai/common/test_run_xauusd_portable_331_candidate_evaluator_integration.py,REVIEW_REQUIRED,pytest_test,Common,MEDIUM,120,Common=120[120:module-from:types],HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_run_xauusd_portable_331_candidate_evaluator_integration.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_run_xauusd_portable_331_one_time_test.py,04_Testing/test_run_xauusd_portable_331_one_time_test.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,120,Common=120[120:module-from:types],FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_run_xauusd_portable_331_one_time_test.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_run_xauusd_portable_331_one_time_validation.py,04_Testing/test_run_xauusd_portable_331_one_time_validation.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_run_xauusd_portable_331_one_time_validation.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,04_Testing/test_run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_scalping_pipeline.py,04_Testing/ai/objects/test_scalping_pipeline.py,READY,pytest_test,Objects,HIGH,540,Objects=540[180:module-string:liquidity] | Core=330[300:dynamic-module:02_AI.Core.scalping_pipeline;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_scalping_pipeline.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_schema.py,04_Testing/ai/database/test_schema.py,READY,pytest_test,Database,HIGH,330,Database=330[300:dynamic-module:02_AI.Database.schema;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_schema.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_setup_state.py,04_Testing/ai/core/test_setup_state.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.setup_state_engine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_setup_state.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_trend_features.py,04_Testing/integration/test_trend_features.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Features=330[300:dynamic-module:02_AI.Features.trend_features;30:filename-heuristic] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_trend_features.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_v1_health.py,04_Testing/ai/config/test_v1_health.py,READY,pytest_test,Config,HIGH,1500,Config=1500[300:dynamic-module:02_AI.Config.settings] | Core=600[300:dynamic-module:02_AI.Core.market_regime] | Database=300[300:dynamic-module:02_AI.Database.database],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_v1_health.py,YES,NO,1,HIGH,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;repo_root_semantics;dynamic_loader_semantics,
